bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,19,37.0,1,0.0,0.0,3.1,11.935483870967742,0,0,19,-6
M Morkel,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,24,18.0,2,0.0,0.0,4.0,4.5,0,0,56,6
PP Chawla,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,12,16.0,0,0.0,0.0,2.0,8.0,0,0,0,0
PP Ojha,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,12,23.0,0,0.0,0.0,2.0,11.5,0,0,-6,-6
R Vinay Kumar,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,21,21.0,0,0.0,1.0,3.3,6.363636363636364,0,0,2,2
SL Malinga,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,25,26.0,0,0.0,1.0,4.1,6.341463414634147,0,0,2,2
SP Narine,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,24,28.0,0,0.0,0.0,4.0,7.0,0,0,0,0
Shakib Al Hasan,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,26,46.0,1,0.0,0.0,4.2,10.952380952380953,0,0,21,-4
UT Yadav,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2015-04-08,18,36.0,0,0.0,1.0,3.0,12.0,0,0,-6,-6
AD Russell,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,24,52.0,1,0.0,0.0,4.0,13.0,0,0,19,-6
GB Hogg,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,25,36.0,1,1.0,1.0,4.1,8.78048780487805,0,0,25,0
HH Pandya,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,13,21.0,1,0.0,0.0,2.1,10.0,0,0,23,-2
Harbhajan Singh,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,24,31.0,1,0.0,2.0,4.0,7.75,0,0,25,0
J Suchith,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,14,29.0,0,0.0,0.0,2.2,13.18181818181818,0,0,-6,-6
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0
JW Hastings,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,26,29.0,0,0.0,0.0,4.2,6.904761904761904,0,0,2,2
Kuldeep Yadav,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0
MJ McClenaghan,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,25,24.0,2,0.0,0.0,4.1,5.853658536585367,0,0,54,4
PP Chawla,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,19,29.0,1,0.0,0.0,3.1,9.35483870967742,0,0,23,-2
TG Southee,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016-04-13,27,40.0,0,0.0,1.0,4.3,9.30232558139535,0,0,-2,-2
AS Rajpoot,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,18,14.0,1,0.0,2.0,3.0,4.666666666666667,0,0,31,6
C de Grandhomme,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,14,14.0,0,0.0,0.0,2.2,6.363636363636363,0,0,2,2
HH Pandya,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
KH Pandya,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0
KV Sharma,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,18,26.0,1,0.0,0.0,3.0,8.666666666666666,0,0,25,0
Kuldeep Yadav,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,18,25.0,1,0.0,4.0,3.0,8.333333333333334,0,0,25,0
MG Johnson,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,25,29.0,1,0.0,1.0,4.1,7.073170731707318,0,0,25,0
R Vinay Kumar,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,20,28.0,2,0.0,0.0,3.2,8.75,0,0,50,0
SP Narine,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,25,35.0,0,0.0,0.0,4.1,8.536585365853659,0,0,0,0
TA Boult,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,26,28.0,2,0.0,1.0,4.2,6.666666666666666,0,0,52,2
TG Southee,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,25,36.0,2,0.0,1.0,4.1,8.78048780487805,0,0,50,0
UT Yadav,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,24,40.0,1,0.0,4.0,4.0,10.0,0,0,23,-2
AD Russell,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,25.0,2,0.0,0.0,4.0,6.25,0,0,52,2
BB Sran,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,12,27.0,0,0.0,0.0,2.0,13.5,0,0,-6,-6
HF Gurney,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,37.0,2,0.0,0.0,4.0,9.25,0,0,48,-2
HH Pandya,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,21,28.0,1,0.0,0.0,3.3,8.484848484848484,0,0,25,0
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,25,41.0,0,0.0,1.0,4.1,10.0,0,0,-2,-2
KH Pandya,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0
PP Chawla,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,57.0,1,4.0,1.0,4.0,14.25,0,0,19,-6
RD Chahar,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,25,53.0,1,0.0,0.0,4.1,12.926829268292684,0,0,19,-6
S Sandeep Warrier,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,29.0,0,0.0,1.0,4.0,7.25,0,0,0,0
SL Malinga,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,48.0,0,0.0,0.0,4.0,12.0,0,0,-6,-6
SP Narine,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2019-04-28,24,44.0,2,0.0,0.0,4.0,11.0,0,0,46,-4
AD Russell,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,13,34.0,0,0.0,0.0,2.1,16.19047619047619,0,0,-6,-6
HF Gurney,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,19,19.0,0,0.0,0.0,3.1,6.129032258064516,0,0,2,2
HH Pandya,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,18,20.0,2,0.0,0.0,3.0,6.666666666666667,0,0,52,2
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,24,26.0,2,0.0,0.0,4.0,6.5,0,0,52,2
KH Pandya,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,25,13.0,0,0.0,0.0,4.1,3.1707317073170733,0,0,6,6
M Prasidh Krishna,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,18,22.0,1,0.0,0.0,3.0,7.333333333333333,0,0,25,0
MJ McClenaghan,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,27,16.0,0,0.0,1.0,4.3,3.72093023255814,0,0,6,6
RD Chahar,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,6,12.0,0,0.0,0.0,1.0,12.0,0,0,0,0
S Sandeep Warrier,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,24,24.0,0,0.0,0.0,4.0,6.0,0,0,2,2
SL Malinga,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,27,32.0,3,0.0,1.0,4.3,7.441860465116279,0,0,75,0
SP Narine,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2019-05-05,25,32.0,0,0.0,0.0,4.1,7.804878048780488,0,0,0,0
AD Russell,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,12,15.0,0,0.0,0.0,2.0,7.5,0,0,0,0
CJ Green,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,17,24.0,0,0.0,0.0,2.5,9.6,0,0,-2,-2
CV Varun,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,24,23.0,1,0.0,0.0,4.0,5.75,0,0,29,4
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,25,21.0,1,0.0,0.0,4.1,5.121951219512195,0,0,29,4
KH Pandya,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,24,23.0,0,0.0,1.0,4.0,5.75,0,0,4,4
M Prasidh Krishna,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,12,30.0,0,0.0,0.0,2.0,15.0,0,0,-6,-6
NM Coulter-Nile,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,27,48.0,1,0.0,0.0,4.3,11.16279069767442,0,0,19,-6
PJ Cummins,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,18,28.0,0,0.0,5.0,3.0,9.333333333333334,0,0,-2,-2
RD Chahar,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,24,18.0,2,0.0,1.0,4.0,4.5,0,0,56,6
Shivam Mavi,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,18,24.0,1,0.0,0.0,3.0,8.0,0,0,25,0
TA Boult,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,2020-10-16,25,31.0,1,0.0,0.0,4.1,7.560975609756098,0,0,25,0
AD Russell,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,15,22.0,4,0.0,0.0,2.3,9.56521739130435,1,0,106,-2
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,18,22.0,1,1.0,0.0,3.0,7.333333333333333,0,0,25,0
DR Sams,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,27,23.0,1,0.0,0.0,4.3,5.348837209302326,0,0,29,4
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,24,10.0,5,0.0,0.0,4.0,2.5,0,1,147,6
K Kartikeya,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,18,32.0,2,0.0,0.0,3.0,10.666666666666666,0,0,46,-4
KA Pollard,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,13,25.0,0,0.0,0.0,2.1,11.904761904761903,0,0,-6,-6
M Ashwin,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,25,34.0,1,0.0,0.0,4.1,8.292682926829269,0,0,25,0
PJ Cummins,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,25,21.0,4,0.0,4.0,4.1,5.121951219512195,1,0,112,4
RP Meredith,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,19,30.0,0,0.0,1.0,3.1,9.67741935483871,0,0,-2,-2
SP Narine,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,25,20.0,0,0.0,1.0,4.1,4.878048780487806,0,0,6,6
TG Southee,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,18,10.0,1,0.0,2.0,3.0,3.333333333333333,0,0,31,6
VR Iyer,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,6,8.0,0,0.0,0.0,1.0,8.0,0,0,0,0
AD Russell,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,6,17.0,0,0.0,0.0,1.0,17.0,0,0,0,0
Arjun Tendulkar,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,13,16.0,0,0.0,1.0,2.1,7.619047619047619,0,0,0,0
C Green,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,14,14.0,1,0.0,1.0,2.2,6.363636363636363,0,0,27,2
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,25,37.0,1,0.0,0.0,4.1,9.02439024390244,0,0,23,-2
D Jansen,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,28,49.0,1,0.0,0.0,4.4,11.136363636363637,0,0,19,-6
HR Shokeen,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,25,33.0,2,0.0,0.0,4.1,8.048780487804878,0,0,50,0
LH Ferguson,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,10,19.0,1,0.0,0.0,1.4,13.571428571428571,0,0,25,0
PP Chawla,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,24,19.0,1,0.0,0.0,4.0,4.75,0,0,31,6
RP Meredith,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,24,40.0,1,0.0,0.0,4.0,10.0,0,0,23,-2
SN Thakur,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,13,24.0,1,0.0,0.0,2.1,11.428571428571429,0,0,19,-6
SP Narine,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,19,39.0,0,0.0,0.0,3.1,12.580645161290322,0,0,-6,-6
Suyash Sharma,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,24,27.0,2,0.0,0.0,4.0,6.75,0,0,52,2
UT Yadav,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,12,19.0,0,0.0,0.0,2.0,9.5,0,0,-2,-2
AD Russell,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,25,29.0,2,0.0,3.0,4.1,7.073170731707318,0,0,50,0
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
G Coetzee,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,12,24.0,0,0.0,0.0,2.0,12.0,0,0,-6,-6
HH Pandya,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,25,43.0,3,0.0,0.0,4.1,10.48780487804878,0,0,71,-4
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,23,18.0,3,0.0,0.0,3.5,5.142857142857143,0,0,79,4
MA Starc,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,24,30.0,4,0.0,0.0,4.0,7.5,1,0,108,0
N Thushara,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,27,38.0,3,0.0,1.0,4.3,8.837209302325581,0,0,75,0
Naman Dhir,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,19,24.0,0,0.0,0.0,3.1,7.741935483870967,0,0,0,0
PP Chawla,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,18,15.0,1,0.0,0.0,3.0,5.0,0,0,29,4
SP Narine,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,25,21.0,2,0.0,0.0,4.1,5.121951219512195,0,0,54,4
VG Arora,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,19,33.0,0,0.0,0.0,3.1,10.64516129032258,0,0,-4,-4
A Kamboj,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,19,23.0,1,0.0,0.0,3.1,7.419354838709677,0,0,25,0
AD Russell,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,20,32.0,2,0.0,1.0,3.2,10.0,0,0,48,-2
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,25,16.0,2,0.0,1.0,4.1,3.902439024390244,0,0,56,6
HH Pandya,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,18,32.0,0,0.0,2.0,3.0,10.666666666666666,0,0,-4,-4
Harshit Rana,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,19,33.0,3,0.0,0.0,3.1,10.64516129032258,0,0,71,-4
JJ Bumrah,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,24,39.0,3,0.0,1.0,4.0,9.75,0,0,73,-2
MA Starc,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
N Thushara,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,20,29.0,1,0.0,0.0,3.2,9.0625,0,0,23,-2
PP Chawla,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,18,28.0,2,0.0,0.0,3.0,9.333333333333334,0,0,48,-2
SP Narine,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,18,21.0,1,0.0,0.0,3.0,7.0,0,0,25,0
VG Arora,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,13,14.0,0,0.0,0.0,2.1,6.666666666666666,0,0,2,2
AD Russell,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,17,34.0,2,0.0,0.0,2.5,13.6,0,0,44,-6
Ashwani Kumar,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,19,22.0,4,0.0,1.0,3.1,7.096774193548387,1,0,108,0
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,18,12.0,0,0.0,0.0,3.0,4.0,0,0,6,6
DL Chahar,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,13,18.0,2,0.0,0.0,2.1,8.571428571428571,0,0,50,0
HH Pandya,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,12,10.0,1,0.0,0.0,2.0,5.0,0,0,29,4
Harshit Rana,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,13,24.0,0,0.0,0.0,2.1,11.428571428571429,0,0,-6,-6
MJ Santner,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,21,15.0,1,0.0,1.0,3.3,4.545454545454546,0,0,31,6
SH Johnson,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0
SP Narine,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,18,32.0,0,0.0,0.0,3.0,10.666666666666666,0,0,-4,-4
TA Boult,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,24,23.0,1,0.0,0.0,4.0,5.75,0,0,29,4
V Puthur,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,12,21.0,1,0.0,0.0,2.0,10.5,0,0,21,-4
AB Dinda,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,13,27.0,0,0.0,0.0,2.1,12.857142857142856,0,0,-6,-6
AD Mathews,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,24,17.0,2,1.0,1.0,4.0,4.25,0,0,56,6
B Kumar,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,28,18.0,2,0.0,0.0,4.4,4.090909090909091,0,0,56,6
Iqbal Abdulla,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,25,25.0,1,0.0,0.0,4.1,6.097560975609756,0,0,27,2
JH Kallis,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,13,15.0,1,0.0,0.0,2.1,7.142857142857142,0,0,25,0
M Kartik,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,26,20.0,1,0.0,0.0,4.2,4.761904761904762,0,0,31,6
M de Lange,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,26,31.0,3,0.0,0.0,4.2,7.3809523809523805,0,0,75,0
MJ Clarke,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0
R Bhatia,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,24,27.0,1,0.0,0.0,4.0,6.75,0,0,27,2
SP Narine,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,24,13.0,2,0.0,4.0,4.0,3.25,0,0,56,6
WD Parnell,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,25,35.0,0,0.0,4.0,4.1,8.536585365853659,0,0,0,0
YK Pathan,Kolkata Knight Riders,Pune Warriors,Eden Gardens,2012-05-05,13,22.0,0,0.0,0.0,2.1,10.476190476190476,0,0,-4,-4
AD Mathews,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,18,25.0,1,0.0,0.0,3.0,8.333333333333334,0,0,25,0
AG Murtaza,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,24,34.0,0,0.0,0.0,4.0,8.5,0,0,0,0
B Kumar,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,25,17.0,1,0.0,4.0,4.1,4.146341463414634,0,0,31,6
IC Pandey,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,12,17.0,1,0.0,0.0,2.0,8.5,0,0,25,0
JH Kallis,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,25,47.0,2,0.0,0.0,4.1,11.463414634146345,0,0,44,-6
L Balaji,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,24,41.0,1,0.0,0.0,4.0,10.25,0,0,21,-4
LJ Wright,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
R Bhatia,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,18,26.0,0,0.0,0.0,3.0,8.666666666666666,0,0,0,0
RN ten Doeschate,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
RV Gomez,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,6,5.0,1,0.0,0.0,1.0,5.0,0,0,25,0
SMSM Senanayake,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,24,22.0,1,0.0,0.0,4.0,5.5,0,0,29,4
SP Narine,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,24,26.0,0,0.0,0.0,4.0,6.5,0,0,2,2
WD Parnell,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,26,28.0,3,0.0,0.0,4.2,6.666666666666666,0,0,77,2
Yuvraj Singh,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013-05-15,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
Arshdeep Singh,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,26,30.0,3,1.0,1.0,4.2,7.142857142857142,0,0,75,0
CV Varun,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,24,24.0,2,0.0,1.0,4.0,6.0,0,0,52,2
FA Allen,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,24,38.0,0,0.0,0.0,4.0,9.5,0,0,-2,-2
Mohammed Shami,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,25,22.0,2,2.0,0.0,4.1,5.365853658536586,0,0,54,4
N Rana,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
NT Ellis,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,25,45.0,0,0.0,0.0,4.1,10.975609756097562,0,0,-4,-4
Ravi Bishnoi,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
SP Narine,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,26,32.0,1,0.0,0.0,4.2,7.619047619047619,0,0,25,0
Shivam Mavi,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,24,31.0,1,0.0,1.0,4.0,7.75,0,0,25,0
TG Southee,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,25,39.0,0,0.0,0.0,4.1,9.51219512195122,0,0,-2,-2
VR Iyer,Kolkata Knight Riders,Punjab Kings,Dubai International Cricket Stadium,2021-10-01,15,29.0,1,0.0,0.0,2.3,12.608695652173914,0,0,19,-6
AD Russell,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,14,34.0,0,0.0,0.0,2.2,15.454545454545451,0,0,-6,-6
AS Roy,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,12,36.0,1,0.0,0.0,2.0,18.0,0,0,19,-6
Arshdeep Singh,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,29,40.0,2,0.0,0.0,4.5,8.88888888888889,0,0,50,0
CV Varun,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,18,46.0,0,0.0,0.0,3.0,15.333333333333334,0,0,-6,-6
HV Patel,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,19,46.0,2,1.0,0.0,3.1,14.838709677419354,0,0,44,-6
Harpreet Brar,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,12,21.0,0,0.0,0.0,2.0,10.5,0,0,-4,-4
Harshit Rana,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,25,60.0,0,0.0,1.0,4.1,14.634146341463415,0,0,-6,-6
K Rabada,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,22,48.0,0,0.0,0.0,3.4,14.117647058823527,0,0,-6,-6
