batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus,last_5_avg,last_5_sr,career_avg,career_sr,venue_avg
T Henderson,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,0.0,1,0,0,0,0.0,0,0,0.0,0,5.5,36.666666666666664,5.5,36.666666666666664,0.0
T Kohler-Cadmore,Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",2024-05-15,18.0,23,2,1,1,78.26086956521739,0,0,20.0,0,18.0,78.26086956521739,16.0,91.3647342995169,18.0
T Kohler-Cadmore,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2024-05-22,20.0,15,4,0,1,133.33333333333331,0,0,24.0,2,19.0,105.79710144927535,16.0,91.3647342995169,20.0
T Kohler-Cadmore,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",2024-05-24,10.0,16,1,0,1,62.5,0,0,7.0,-2,16.0,91.3647342995169,16.0,91.3647342995169,10.0
T Kohli,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2008-04-19,7.0,13,0,1,1,53.84615384615385,0,0,7.0,0,7.0,53.84615384615385,3.6666666666666665,59.61538461538461,7.0
T Kohli,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2008-05-24,3.0,3,0,0,0,100.0,0,0,3.0,0,5.0,76.92307692307692,3.6666666666666665,59.61538461538461,3.0
T Kohli,Kings XI Punjab,Kolkata Knight Riders,Kingsmead,2009-04-21,1.0,4,0,0,1,25.0,0,0,-1.0,0,3.6666666666666665,59.61538461538461,3.6666666666666665,59.61538461538461,1.0
T Natarajan,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21,3.0,4,0,0,0,75.0,0,0,3.0,0,3.0,75.0,1.5,37.5,1.5
T Natarajan,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-10-13,0.0,1,0,0,0,0.0,0,0,0.0,0,1.5,37.5,1.5,37.5,1.5
T Shamsi,Delhi Capitals,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",2021-09-25,2.0,4,0,0,0,50.0,0,0,2.0,0,2.0,50.0,2.0,50.0,2.0
T Stubbs,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-12,0.0,2,0,0,1,0.0,0,0,-2.0,0,0.0,0.0,24.217391304347824,137.93246461582945,19.5
T Stubbs,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-17,2.0,2,0,0,0,100.0,0,0,2.0,0,1.0,50.0,24.217391304347824,137.93246461582945,19.5
T Stubbs,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",2023-04-08,5.0,10,0,0,1,50.0,0,0,3.0,0,2.3333333333333335,50.0,24.217391304347824,137.93246461582945,19.5
T Stubbs,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-06,20.0,21,2,0,1,95.23809523809524,0,0,20.0,0,6.75,61.30952380952381,24.217391304347824,137.93246461582945,22.0
T Stubbs,Delhi Capitals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024-03-23,5.0,8,0,0,1,62.5,0,0,3.0,0,6.4,61.54761904761905,24.217391304347824,137.93246461582945,5.0
T Stubbs,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",2024-03-28,44.0,24,2,3,0,183.3333333333333,0,0,58.0,6,15.2,98.21428571428571,24.217391304347824,137.93246461582945,44.0
T Stubbs,Delhi Capitals,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024-03-31,0.0,2,0,0,1,0.0,0,0,-2.0,0,14.8,78.21428571428571,24.217391304347824,137.93246461582945,27.25
T Stubbs,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024-04-03,54.0,33,4,4,1,163.63636363636363,1,0,76.0,4,24.6,100.94155844155844,24.217391304347824,137.93246461582945,27.25
T Stubbs,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",2024-04-07,71.0,25,3,7,0,284.0,1,0,102.0,6,34.8,138.6939393939394,24.217391304347824,137.93246461582945,19.5
T Stubbs,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024-04-12,15.0,9,0,1,0,166.66666666666669,0,0,21.0,4,36.8,159.52727272727273,24.217391304347824,137.93246461582945,15.0
T Stubbs,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2024-04-20,10.0,11,0,0,1,90.9090909090909,0,0,8.0,0,30.0,141.04242424242426,24.217391304347824,137.93246461582945,31.0
T Stubbs,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",2024-04-24,26.0,7,3,2,0,371.4285714285714,0,0,39.0,6,35.2,215.3281385281385,24.217391304347824,137.93246461582945,31.0
T Stubbs,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",2024-04-27,48.0,28,6,2,0,171.42857142857142,0,0,64.0,6,34.0,216.88658008658007,24.217391304347824,137.93246461582945,31.0
T Stubbs,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024-04-29,4.0,7,0,0,1,57.14285714285714,0,0,2.0,0,20.6,171.51515151515153,24.217391304347824,137.93246461582945,4.0
T Stubbs,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",2024-05-07,41.0,20,3,3,1,205.0,0,0,54.0,6,25.8,179.1818181818182,24.217391304347824,137.93246461582945,31.0
T Stubbs,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2024-05-12,3.0,4,0,0,0,75.0,0,0,3.0,0,24.4,176.0,24.217391304347824,137.93246461582945,20.5
T Stubbs,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",2024-05-14,57.0,26,3,4,0,219.23076923076923,1,0,82.0,6,30.6,145.5604395604396,24.217391304347824,137.93246461582945,31.0
T Stubbs,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,34.0,23,1,3,1,147.82608695652172,0,0,41.0,2,27.8,140.83994266602963,24.217391304347824,137.93246461582945,27.25
T Stubbs,Sunrisers Hyderabad,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-30,21.0,14,3,0,0,150.0,0,0,28.0,4,31.2,159.4113712374582,24.217391304347824,137.93246461582945,27.25
T Stubbs,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2025-04-05,24.0,12,2,1,0,200.0,0,0,34.0,6,27.8,158.4113712374582,24.217391304347824,137.93246461582945,22.0
T Stubbs,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2025-04-10,38.0,23,4,1,0,165.2173913043478,0,0,48.0,4,34.8,176.45484949832777,24.217391304347824,137.93246461582945,20.5
T Stubbs,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2025-04-13,1.0,4,0,0,1,25.0,0,0,-1.0,0,23.6,137.60869565217394,24.217391304347824,137.93246461582945,31.0
T Stubbs,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",2025-04-16,34.0,18,2,2,0,188.88888888888889,0,0,46.0,6,23.6,145.8212560386474,24.217391304347824,137.93246461582945,31.0
T Taibu,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,2008-05-08,15.0,12,2,0,1,125.0,0,0,15.0,0,15.0,125.0,10.333333333333334,127.5925925925926,11.0
T Taibu,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2008-05-11,9.0,5,1,0,1,180.0,0,0,8.0,0,12.0,152.5,10.333333333333334,127.5925925925926,9.0
T Taibu,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2008-05-13,7.0,9,0,0,0,77.77777777777779,0,0,7.0,0,10.333333333333334,127.5925925925926,10.333333333333334,127.5925925925926,11.0
T Thushara,Chennai Super Kings,Mumbai Indians,Newlands,2009-04-18,1.0,3,0,0,0,33.33333333333333,0,0,1.0,0,1.0,33.33333333333333,3.0,55.0,1.0
T Thushara,Chennai Super Kings,Kings XI Punjab,Kingsmead,2009-05-20,1.0,5,0,0,0,20.0,0,0,1.0,0,1.0,26.666666666666664,3.0,55.0,1.0
T Thushara,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2010-03-28,2.0,3,0,0,0,66.66666666666666,0,0,2.0,0,1.3333333333333333,39.99999999999999,3.0,55.0,2.0
T Thushara,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,8.0,8,0,0,1,100.0,0,0,6.0,0,3.0,55.0,3.0,55.0,8.0
TA Boult,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2017-05-13,5.0,8,0,0,0,62.5,0,0,5.0,0,5.0,62.5,3.5416666666666665,75.84770553520553,2.5
TA Boult,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2018-04-16,0.0,2,0,0,1,0.0,0,0,-2.0,0,2.5,31.25,3.5416666666666665,75.84770553520553,2.5
TA Boult,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,2019-05-01,1.0,1,0,0,0,100.0,0,0,1.0,0,2.0,54.166666666666664,3.5416666666666665,75.84770553520553,1.0
TA Boult,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-10,6.0,3,0,1,1,200.0,0,0,6.0,0,3.0,90.625,3.5416666666666665,75.84770553520553,6.0
TA Boult,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,2020-09-19,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.4,72.5,3.5416666666666665,75.84770553520553,0.0
TA Boult,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-20,1.0,1,0,0,0,100.0,0,0,1.0,0,1.6,80.0,3.5416666666666665,75.84770553520553,0.6666666666666666
TA Boult,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,2021-09-26,0.0,3,0,0,0,0.0,0,0,0.0,0,1.6,80.0,3.5416666666666665,75.84770553520553,0.0
TA Boult,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-02,1.0,1,0,0,0,100.0,0,0,1.0,0,1.6,80.0,3.5416666666666665,75.84770553520553,1.6666666666666667
TA Boult,Rajasthan Royals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022-04-10,2.0,1,0,0,0,200.0,0,0,2.0,0,0.8,80.0,3.5416666666666665,75.84770553520553,1.0
TA Boult,Rajasthan Royals,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",2022-04-26,5.0,7,0,0,1,71.42857142857143,0,0,3.0,0,1.8,94.28571428571429,3.5416666666666665,75.84770553520553,5.0
TA Boult,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-30,1.0,1,0,0,0,100.0,0,0,1.0,0,1.8,94.28571428571429,3.5416666666666665,75.84770553520553,1.6666666666666667
TA Boult,Rajasthan Royals,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-11,3.0,4,0,0,0,75.0,0,0,3.0,0,2.4,109.28571428571429,3.5416666666666665,75.84770553520553,1.6666666666666667
TA Boult,Rajasthan Royals,Lucknow Super Giants,"Brabourne Stadium, Mumbai",2022-05-15,17.0,9,2,0,0,188.88888888888889,0,0,25.0,6,5.6,127.06349206349205,3.5416666666666665,75.84770553520553,17.0
TA Boult,Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2022-05-29,11.0,7,0,1,1,157.14285714285714,0,0,15.0,4,7.4,118.4920634920635,3.5416666666666665,75.84770553520553,5.5
TA Boult,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2023-04-16,0.0,1,0,0,0,0.0,0,0,0.0,0,6.4,104.2063492063492,3.5416666666666665,75.84770553520553,5.5
TA Boult,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-30,0.0,1,0,0,0,0.0,0,0,0.0,0,6.2,84.2063492063492,3.5416666666666665,75.84770553520553,1.0
TA Boult,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2023-05-05,15.0,13,1,1,1,115.38461538461536,0,0,16.0,0,8.6,92.28327228327228,3.5416666666666665,75.84770553520553,15.0
TA Boult,Punjab Kings,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2023-05-19,1.0,2,0,0,0,50.0,0,0,1.0,0,5.4,64.5054945054945,3.5416666666666665,75.84770553520553,1.0
TA Boult,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",2024-04-16,0.0,1,0,0,0,0.0,0,0,0.0,0,3.2,33.07692307692307,3.5416666666666665,75.84770553520553,0.0
TA Boult,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",2024-05-07,2.0,3,0,0,0,66.66666666666666,0,0,2.0,0,3.6,46.4102564102564,3.5416666666666665,75.84770553520553,2.0
TA Boult,Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",2024-05-15,12.0,9,2,0,0,133.33333333333331,0,0,16.0,2,6.0,73.07692307692307,3.5416666666666665,75.84770553520553,12.0
TA Boult,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",2024-05-24,0.0,3,0,0,0,0.0,0,0,0.0,0,3.0,49.99999999999999,3.5416666666666665,75.84770553520553,0.6666666666666666
TA Boult,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2025-03-23,1.0,2,0,0,1,50.0,0,0,-1.0,0,3.0,49.99999999999999,3.5416666666666665,75.84770553520553,0.6666666666666666
TA Boult,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-04-07,1.0,2,0,0,0,50.0,0,0,1.0,0,3.2,60.0,3.5416666666666665,75.84770553520553,1.0
TD Paine,Mumbai Indians,Pune Warriors,Wankhede Stadium,2011-04-20,2.0,9,0,0,1,22.22222222222222,0,0,0.0,0,2.0,22.22222222222222,5.0,31.11111111111111,2.0
TD Paine,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,2011-04-29,8.0,20,0,0,1,40.0,0,0,6.0,0,5.0,31.11111111111111,5.0,31.11111111111111,8.0
TG Southee,Rajasthan Royals,Chennai Super Kings,Dubai International Cricket Stadium,2014-04-23,4.0,4,1,0,1,100.0,0,0,3.0,0,4.0,100.0,6.315789473684211,89.25339366515836,4.0
TG Southee,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2015-04-12,7.0,4,1,0,0,175.0,0,0,8.0,0,5.5,137.5,6.315789473684211,89.25339366515836,4.0
TG Southee,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,6.0,5,0,0,0,120.0,0,0,6.0,0,5.666666666666667,131.66666666666666,6.315789473684211,89.25339366515836,15.5
TG Southee,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2016-04-16,25.0,12,1,2,1,208.3333333333333,0,0,34.0,6,10.5,150.83333333333331,6.315789473684211,89.25339366515836,15.5
TG Southee,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2016-04-23,1.0,1,0,0,0,100.0,0,0,1.0,0,8.6,140.66666666666666,6.315789473684211,89.25339366515836,4.0
TG Southee,Mumbai Indians,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-08,3.0,4,0,0,1,75.0,0,0,1.0,0,8.4,135.66666666666666,6.315789473684211,89.25339366515836,2.0
TG Southee,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-13,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,7.2,107.33333333333333,6.315789473684211,89.25339366515836,2.0
TG Southee,Rising Pune Supergiant,Mumbai Indians,Maharashtra Cricket Association Stadium,2017-04-06,7.0,3,0,1,0,233.3333333333333,0,0,9.0,0,7.4,129.99999999999997,6.315789473684211,89.25339366515836,21.5
TG Southee,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,2018-05-01,1.0,2,0,0,1,50.0,0,0,-1.0,0,2.6,98.33333333333333,6.315789473684211,89.25339366515836,3.6666666666666665
TG Southee,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,2018-05-05,36.0,26,3,1,0,138.46153846153845,0,0,43.0,2,9.6,106.02564102564102,6.315789473684211,89.25339366515836,21.5
TG Southee,Royal Challengers Bangalore,Sunrisers Hyderabad,M.Chinnaswamy Stadium,2018-05-17,1.0,1,0,0,0,100.0,0,0,1.0,0,9.2,111.02564102564102,6.315789473684211,89.25339366515836,3.6666666666666665
TG Southee,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2018-05-19,14.0,17,2,0,1,82.35294117647058,0,0,14.0,0,11.8,120.82956259426847,6.315789473684211,89.25339366515836,14.0
TG Southee,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,9.0,9,0,0,0,100.0,0,0,9.0,0,12.2,94.16289592760181,6.315789473684211,89.25339366515836,3.6666666666666665
TG Southee,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2021-09-28,3.0,5,0,0,1,60.0,0,0,1.0,0,12.6,96.16289592760181,6.315789473684211,89.25339366515836,3.0
TG Southee,Kolkata Knight Riders,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022-03-30,1.0,5,0,0,1,20.0,0,0,-1.0,0,5.6,72.47058823529412,6.315789473684211,89.25339366515836,0.6666666666666666
TG Southee,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,1.0,1,0,0,0,100.0,0,0,1.0,0,5.6,72.47058823529412,6.315789473684211,89.25339366515836,0.6666666666666666
TG Southee,Kolkata Knight Riders,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-28,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.8,56.0,6.315789473684211,89.25339366515836,0.0
TG Southee,Lucknow Super Giants,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2022-05-07,0.0,1,0,0,1,0.0,0,0,-2.0,0,1.0,36.0,6.315789473684211,89.25339366515836,0.0
TG Southee,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,0.0,4,0,0,1,0.0,0,0,-2.0,0,0.4,24.0,6.315789473684211,89.25339366515836,0.6666666666666666
TH David,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,1.0,33.33333333333333,19.256410256410255,139.2570394605688,1.0
TH David,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",2022-03-27,12.0,8,0,1,1,150.0,0,0,16.0,4,6.5,91.66666666666666,19.256410256410255,139.2570394605688,28.0
TH David,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-02,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,4.666666666666667,72.22222222222221,19.256410256410255,139.2570394605688,11.333333333333334
TH David,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-30,20.0,10,2,1,0,200.0,0,0,30.0,6,8.5,104.16666666666666,19.256410256410255,139.2570394605688,11.333333333333334
TH David,Mumbai Indians,Gujarat Titans,"Brabourne Stadium, Mumbai",2022-05-06,44.0,22,2,4,0,200.0,0,0,60.0,6,15.6,123.33333333333333,19.256410256410255,139.2570394605688,28.0
TH David,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,13.0,9,3,0,1,144.44444444444443,0,0,16.0,2,18.0,145.55555555555554,19.256410256410255,139.2570394605688,11.333333333333334
TH David,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-12,16.0,7,0,2,0,228.57142857142856,0,0,26.0,6,18.8,161.26984126984127,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-17,46.0,20,3,4,2,230.0,0,0,59.0,6,27.8,200.6031746031746,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-21,34.0,12,2,4,1,283.33333333333337,0,0,48.0,6,30.6,217.26984126984127,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Mumbai Indians,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023-04-02,4.0,8,0,0,1,50.0,0,0,2.0,0,22.6,187.26984126984127,19.256410256410255,139.2570394605688,24.333333333333332
TH David,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",2023-04-08,31.0,22,1,2,1,140.9090909090909,0,0,36.0,2,26.2,186.56277056277057,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",2023-04-11,13.0,11,0,1,0,118.1818181818182,0,0,15.0,0,25.6,164.4848484848485,19.256410256410255,139.2570394605688,25.0
TH David,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-16,24.0,14,1,2,0,171.42857142857142,0,0,35.0,6,21.2,152.77056277056278,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023-04-18,16.0,11,2,0,0,145.45454545454547,0,0,20.0,2,17.6,125.19480519480518,19.256410256410255,139.2570394605688,29.0
TH David,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-22,25.0,13,0,2,0,192.30769230769232,0,0,35.0,6,21.8,153.65634365634367,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,0.0,2,0,0,1,0.0,0,0,-2.0,0,15.6,125.47452547452549,19.256410256410255,139.2570394605688,4.333333333333333
TH David,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-30,45.0,15,2,5,0,300.0,0,0,63.0,6,22.0,161.83816183816185,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023-05-03,19.0,10,3,0,0,190.0,0,0,28.0,6,21.0,165.55244755244757,19.256410256410255,139.2570394605688,19.0
TH David,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-06,2.0,5,0,0,1,40.0,0,0,0.0,0,18.2,144.46153846153848,19.256410256410255,139.2570394605688,12.333333333333334
TH David,Royal Challengers Bangalore,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-05-09,0.0,1,0,0,1,0.0,0,0,-2.0,0,13.2,106.0,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",2023-05-12,5.0,3,1,0,1,166.66666666666669,0,0,4.0,0,14.2,139.33333333333334,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-05-16,32.0,21,1,3,0,152.38095238095238,0,0,43.0,4,11.6,109.80952380952381,19.256410256410255,139.2570394605688,33.5
TH David,Mumbai Indians,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-24,13.0,16,1,0,1,81.25,0,0,12.0,0,10.4,88.05952380952381,19.256410256410255,139.2570394605688,12.333333333333334
TH David,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-05-26,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,10.4,93.39285714285714,19.256410256410255,139.2570394605688,4.333333333333333
TH David,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2024-03-24,11.0,11,1,0,1,100.0,0,0,10.0,0,12.6,113.39285714285715,19.256410256410255,139.2570394605688,4.333333333333333
TH David,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024-03-27,42.0,24,2,3,0,175.0,0,0,56.0,6,20.0,115.05952380952381,19.256410256410255,139.2570394605688,29.0
TH David,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,17.0,26,1,0,1,65.38461538461539,0,0,14.0,-2,17.0,97.6602564102564,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",2024-04-07,45.0,23,2,4,0,195.65217391304347,0,0,61.0,6,23.4,120.5406911928651,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-04-14,13.0,6,0,2,1,216.66666666666663,0,0,21.0,6,25.6,150.5406911928651,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Mumbai Indians,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024-04-18,14.0,10,2,1,1,140.0,0,0,18.0,2,26.2,158.5406911928651,19.256410256410255,139.2570394605688,14.0
TH David,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2024-04-22,3.0,7,0,0,1,42.85714285714285,0,0,1.0,0,18.4,132.11211976429368,19.256410256410255,139.2570394605688,3.0
TH David,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",2024-04-27,37.0,19,2,3,1,194.73684210526315,0,0,49.0,6,22.4,157.98256510842322,19.256410256410255,139.2570394605688,25.0
TH David,Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024-04-30,35.0,18,3,1,0,194.44444444444443,0,0,46.0,6,20.4,157.7410192147034,19.256410256410255,139.2570394605688,33.5
TH David,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,24.0,21,1,1,1,114.28571428571428,0,0,25.0,0,22.6,137.26482873851293,19.256410256410255,139.2570394605688,23.285714285714285
TH David,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",2024-05-11,0.0,3,0,0,1,0.0,0,0,-2.0,0,19.8,109.26482873851293,19.256410256410255,139.2570394605688,0.0
TH David,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2025-03-28,22.0,9,1,3,0,244.44444444444449,0,0,35.0,6,23.6,149.58228905597326,19.256410256410255,139.2570394605688,12.333333333333334
TH David,Royal Challengers Bengaluru,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",2025-04-02,32.0,19,3,2,1,168.42105263157893,0,0,41.0,4,22.6,144.3191311612364,19.256410256410255,139.2570394605688,24.333333333333332
