batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus,last_5_avg,last_5_sr,career_avg,career_sr,venue_avg
DR Smith,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,1.0,4,0,0,1,25.0,0,0,-1.0,0,17.2,69.39665471923536,27.102272727272727,113.58053980650088,19.0
DR Smith,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,2017-04-21,5.0,4,1,0,1,125.0,0,0,4.0,0,18.0,87.7299880525687,27.102272727272727,113.58053980650088,27.75
DR Smith,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,4.0,4,1,0,1,100.0,0,0,3.0,0,11.4,80.3225806451613,27.102272727272727,113.58053980650088,19.0
DR Smith,Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,2017-05-01,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.0,50.0,27.102272727272727,113.58053980650088,31.5
DR Smith,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,2017-05-04,9.0,4,2,0,0,225.0,0,0,11.0,0,3.8,95.0,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-07,74.0,39,8,4,1,189.74358974358967,1,0,102.0,6,18.4,127.94871794871793,27.102272727272727,113.58053980650088,74.0
DR Smith,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,8.0,8,1,0,1,100.0,0,0,7.0,0,19.0,122.94871794871793,27.102272727272727,113.58053980650088,24.75
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,54.0,33,7,2,1,163.63636363636363,1,0,75.0,4,29.0,135.67599067599068,27.102272727272727,113.58053980650088,24.75
DS Kulkarni,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2008-04-25,2.0,17,0,0,0,11.76470588235294,0,0,2.0,0,2.0,11.76470588235294,5.2,102.88721190230478,2.0
DS Kulkarni,Deccan Chargers,Mumbai Indians,SuperSport Park,2009-05-06,7.0,9,0,0,0,77.77777777777779,0,0,7.0,0,4.5,44.771241830065364,5.2,102.88721190230478,7.0
DS Kulkarni,Delhi Daredevils,Mumbai Indians,Buffalo Park,2009-05-08,1.0,4,0,0,0,25.0,0,0,1.0,0,3.3333333333333335,38.18082788671024,5.2,102.88721190230478,1.0
DS Kulkarni,Mumbai Indians,Rajasthan Royals,Kingsmead,2009-05-14,1.0,5,0,0,1,20.0,0,0,-1.0,0,2.75,33.63562091503268,5.2,102.88721190230478,1.0
DS Kulkarni,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2011-05-10,2.0,4,0,0,1,50.0,0,0,0.0,0,2.6,36.908496732026144,5.2,102.88721190230478,2.0
DS Kulkarni,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,2012-05-23,10.0,5,2,0,0,200.0,0,0,18.0,6,4.2,74.55555555555557,5.2,102.88721190230478,7.333333333333333
DS Kulkarni,Rajasthan Royals,Chennai Super Kings,Dubai International Cricket Stadium,2014-04-23,28.0,19,0,2,0,147.36842105263156,0,0,34.0,2,8.4,88.47368421052632,5.2,102.88721190230478,28.0
DS Kulkarni,Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",2014-05-08,7.0,8,1,0,0,87.5,0,0,8.0,0,9.6,100.97368421052632,5.2,102.88721190230478,4.0
DS Kulkarni,Rajasthan Royals,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",2015-04-24,1.0,2,0,0,1,50.0,0,0,-1.0,0,9.6,106.97368421052632,5.2,102.88721190230478,4.0
DS Kulkarni,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015-05-20,3.0,10,0,0,1,30.0,0,0,1.0,0,9.8,102.97368421052632,5.2,102.88721190230478,3.0
DS Kulkarni,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2016-04-16,6.0,3,1,0,0,200.0,0,0,7.0,0,9.0,102.97368421052632,5.2,102.88721190230478,6.0
DS Kulkarni,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,6.0,4,0,0,0,150.0,0,0,6.0,0,4.6,103.5,5.2,102.88721190230478,6.0
DS Kulkarni,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,2016-05-14,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,3.6,99.33333333333333,5.2,102.88721190230478,7.333333333333333
DS Kulkarni,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,10.0,4,2,0,0,250.0,0,0,18.0,6,5.4,139.33333333333331,5.2,102.88721190230478,7.333333333333333
DS Kulkarni,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,3.0,2,0,0,0,150.0,0,0,3.0,0,5.4,163.33333333333331,5.2,102.88721190230478,3.0
DS Kulkarni,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",2017-04-09,1.0,2,0,0,1,50.0,0,0,-1.0,0,4.4,133.33333333333331,5.2,102.88721190230478,1.0
DS Kulkarni,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2018-04-09,3.0,4,0,0,0,75.0,0,0,3.0,0,3.8,118.33333333333333,5.2,102.88721190230478,3.0
DS Kulkarni,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,2018-04-18,3.0,3,0,0,0,100.0,0,0,3.0,0,4.0,125.0,5.2,102.88721190230478,4.0
DS Kulkarni,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2019-03-25,5.0,3,1,0,0,166.66666666666669,0,0,6.0,0,3.0,108.33333333333334,5.2,102.88721190230478,4.0
DS Kulkarni,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-11-03,3.0,2,0,0,0,150.0,0,0,3.0,0,3.0,108.33333333333334,5.2,102.88721190230478,3.0
DS Lehmann,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2008-04-19,1.0,2,0,0,1,50.0,0,0,-1.0,0,1.0,50.0,9.0,75.0,1.0
DS Lehmann,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,2008-04-21,17.0,17,3,0,1,100.0,0,0,18.0,0,9.0,75.0,9.0,75.0,17.0
DT Christian,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2011-04-09,26.0,19,1,2,1,136.8421052631579,0,0,31.0,2,26.0,136.8421052631579,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011-04-11,25.0,13,1,2,1,192.30769230769232,0,0,34.0,6,25.5,164.5748987854251,11.21951219512195,101.95351193676807,17.0
DT Christian,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2011-04-14,0.0,1,0,0,1,0.0,0,0,-2.0,0,17.0,109.71659919028339,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2011-04-16,30.0,14,2,2,1,214.28571428571428,0,0,40.0,6,20.25,135.85887796414113,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2011-04-19,8.0,11,0,0,1,72.72727272727273,0,0,6.0,0,17.8,123.23255691676745,11.21951219512195,101.95351193676807,10.0
DT Christian,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011-04-24,21.0,18,1,1,1,116.66666666666669,0,0,22.0,0,16.8,119.19746919746919,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Kochi Tuskers Kerala,Deccan Chargers,Nehru Stadium,2011-04-27,9.0,12,0,0,1,75.0,0,0,7.0,0,13.6,95.73593073593074,11.21951219512195,101.95351193676807,9.0
DT Christian,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2011-05-01,1.0,1,0,0,0,100.0,0,0,1.0,0,13.8,115.73593073593074,11.21951219512195,101.95351193676807,10.0
DT Christian,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2011-05-03,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,8.0,79.54545454545455,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2011-05-05,27.0,23,2,0,0,117.3913043478261,0,0,29.0,0,11.8,88.47826086956522,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",2011-05-10,10.0,11,1,0,1,90.9090909090909,0,0,9.0,0,9.6,83.32674571805008,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011-05-14,18.0,23,0,0,1,78.26086956521739,0,0,16.0,0,11.4,83.97891963109355,11.21951219512195,101.95351193676807,10.333333333333334
DT Christian,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,2011-05-16,14.0,12,1,0,0,116.66666666666669,0,0,15.0,0,14.0,87.31225296442689,11.21951219512195,101.95351193676807,14.0
DT Christian,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,14.2,93.97891963109355,11.21951219512195,101.95351193676807,20.5
DT Christian,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,39.0,38,1,2,1,102.63157894736842,0,0,42.0,0,16.6,91.02697455100201,11.21951219512195,101.95351193676807,20.5
DT Christian,Rajasthan Royals,Deccan Chargers,Sawai Mansingh Stadium,2012-04-17,29.0,19,2,1,0,152.63157894736844,0,0,37.0,4,20.4,103.37147215865753,11.21951219512195,101.95351193676807,29.0
DT Christian,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2012-04-19,19.0,22,1,0,1,86.36363636363636,0,0,18.0,0,20.6,104.99202551834131,11.21951219512195,101.95351193676807,10.0
DT Christian,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2012-04-29,5.0,5,1,0,1,100.0,0,0,4.0,0,18.8,101.65869218500798,11.21951219512195,101.95351193676807,10.333333333333334
DT Christian,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2012-05-04,27.0,24,2,1,0,112.5,0,0,31.0,0,23.8,110.82535885167465,11.21951219512195,101.95351193676807,10.0
DT Christian,Kings XI Punjab,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",2012-05-13,24.0,11,1,2,1,218.18181818181816,0,0,33.0,6,20.8,133.93540669856458,11.21951219512195,101.95351193676807,24.0
DT Christian,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2013-04-04,4.0,14,0,0,1,28.57142857142857,0,0,2.0,0,15.8,109.12337662337661,11.21951219512195,101.95351193676807,2.5
DT Christian,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2013-04-13,2.0,2,0,0,1,100.0,0,0,0.0,0,12.4,111.85064935064933,11.21951219512195,101.95351193676807,10.0
DT Christian,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,2017-04-08,17.0,8,2,1,1,212.5,0,0,25.0,6,14.8,134.35064935064935,11.21951219512195,101.95351193676807,17.0
DT Christian,Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,2017-04-16,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,9.6,118.517316017316,11.21951219512195,101.95351193676807,2.5
DT Christian,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,2017-04-24,8.0,8,1,0,0,100.0,0,0,9.0,0,6.4,94.88095238095238,11.21951219512195,101.95351193676807,10.333333333333334
DT Christian,Rising Pune Supergiant,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2017-04-26,16.0,8,0,2,1,200.0,0,0,24.0,6,8.8,129.16666666666666,11.21951219512195,101.95351193676807,16.5
DT Christian,Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,2017-05-01,17.0,8,1,1,0,212.5,0,0,26.0,6,11.8,151.66666666666666,11.21951219512195,101.95351193676807,16.5
DT Christian,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,2017-05-03,9.0,10,0,1,0,90.0,0,0,11.0,0,10.2,127.16666666666666,11.21951219512195,101.95351193676807,17.0
DT Christian,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",2017-05-06,4.0,2,1,0,1,200.0,0,0,3.0,0,10.8,160.5,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,2017-05-12,3.0,3,0,0,1,100.0,0,0,1.0,0,9.8,160.5,11.21951219512195,101.95351193676807,10.0
DT Christian,Mumbai Indians,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",2017-05-21,4.0,2,0,0,0,200.0,0,0,4.0,0,7.4,160.5,11.21951219512195,101.95351193676807,13.666666666666666
DT Christian,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018-04-08,13.0,13,0,1,1,100.0,0,0,13.0,0,6.6,138.0,11.21951219512195,101.95351193676807,13.0
DT Christian,Kings XI Punjab,Delhi Daredevils,Arun Jaitley Stadium,2018-04-23,6.0,11,0,0,0,54.54545454545454,0,0,6.0,0,6.0,130.9090909090909,11.21951219512195,101.95351193676807,6.0
DT Christian,Delhi Daredevils,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2018-05-05,7.0,9,0,0,0,77.77777777777779,0,0,7.0,0,6.6,106.46464646464646,11.21951219512195,101.95351193676807,7.0
DT Christian,Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-09,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,6.2,93.13131313131314,11.21951219512195,101.95351193676807,1.0
DT Christian,Royal Challengers Bangalore,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-14,1.0,2,0,0,1,50.0,0,0,-1.0,0,5.6,63.13131313131313,11.21951219512195,101.95351193676807,1.0
DT Christian,Chennai Super Kings,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2021-04-25,1.0,3,0,0,0,33.33333333333333,0,0,1.0,0,3.2,49.7979797979798,11.21951219512195,101.95351193676807,1.0
DT Christian,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,2021-09-26,1.0,3,0,0,0,33.33333333333333,0,0,1.0,0,2.2,45.55555555555556,11.21951219512195,101.95351193676807,1.0
DT Christian,Royal Challengers Bangalore,Punjab Kings,Sharjah Cricket Stadium,2021-10-03,0.0,1,0,0,1,0.0,0,0,-2.0,0,0.8,30.0,11.21951219512195,101.95351193676807,4.5
DT Christian,Sunrisers Hyderabad,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",2021-10-06,1.0,4,0,0,1,25.0,0,0,-1.0,0,0.8,28.333333333333332,11.21951219512195,101.95351193676807,1.0
DT Christian,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,2021-10-11,9.0,8,1,0,0,112.5,0,0,10.0,0,2.4,40.83333333333333,11.21951219512195,101.95351193676807,4.5
DT Patil,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2008-05-05,4.0,1,1,0,0,400.0,0,0,5.0,0,4.0,400.0,6.5,237.5,4.0
DT Patil,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2008-05-17,9.0,12,0,0,1,75.0,0,0,7.0,0,6.5,237.5,6.5,237.5,9.0
DW Steyn,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2008-04-28,1.0,2,0,0,1,50.0,0,0,-1.0,0,1.0,50.0,5.0606060606060606,94.4234889689435,2.5
DW Steyn,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2008-05-05,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,1.0,41.666666666666664,5.0606060606060606,94.4234889689435,2.5
DW Steyn,Royal Challengers Bangalore,Chennai Super Kings,St George's Park,2009-04-20,0.0,3,0,0,1,0.0,0,0,-2.0,0,0.6666666666666666,27.777777777777775,5.0606060606060606,94.4234889689435,0.0
DW Steyn,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,8.0,9,1,0,1,88.88888888888889,0,0,7.0,0,2.5,43.05555555555556,5.0606060606060606,94.4234889689435,2.5
DW Steyn,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-12,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.0,34.44444444444444,5.0606060606060606,94.4234889689435,0.0
DW Steyn,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2010-04-17,0.0,2,0,0,1,0.0,0,0,-2.0,0,1.8,24.444444444444443,5.0606060606060606,94.4234889689435,2.5
DW Steyn,Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,2010-04-21,5.0,5,1,0,1,100.0,0,0,4.0,0,2.6,37.77777777777778,5.0606060606060606,94.4234889689435,5.0
DW Steyn,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2011-04-09,7.0,6,1,0,1,116.66666666666669,0,0,6.0,0,4.0,61.11111111111111,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011-04-11,13.0,13,1,0,1,100.0,0,0,12.0,0,5.0,63.333333333333336,5.0606060606060606,94.4234889689435,7.0
DW Steyn,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2011-04-16,1.0,2,0,0,0,50.0,0,0,1.0,0,5.2,73.33333333333334,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011-04-24,4.0,10,0,0,0,40.0,0,0,4.0,0,6.0,81.33333333333334,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",2011-05-10,11.0,6,1,0,1,183.3333333333333,0,0,16.0,6,7.2,98.0,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,5.0,8,0,0,1,62.5,0,0,3.0,0,6.8,87.16666666666666,5.0606060606060606,94.4234889689435,3.5
DW Steyn,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,2.0,2,0,0,1,100.0,0,0,0.0,0,4.6,87.16666666666666,5.0606060606060606,94.4234889689435,3.5
DW Steyn,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2012-04-19,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,4.8,90.49999999999999,5.0606060606060606,94.4234889689435,5.0
DW Steyn,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,2012-04-22,7.0,3,0,1,1,233.3333333333333,0,0,7.0,0,5.4,129.16666666666666,5.0606060606060606,94.4234889689435,7.0
DW Steyn,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2012-04-29,3.0,5,0,0,1,60.0,0,0,1.0,0,3.8,104.5,5.0606060606060606,94.4234889689435,1.5
DW Steyn,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2013-04-07,3.0,3,0,0,0,100.0,0,0,3.0,0,3.4,112.0,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2013-04-12,9.0,5,1,0,0,180.0,0,0,10.0,0,4.8,128.0,5.0606060606060606,94.4234889689435,5.0
DW Steyn,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2013-04-17,4.0,1,1,0,0,400.0,0,0,5.0,0,5.2,194.66666666666666,5.0606060606060606,94.4234889689435,4.0
DW Steyn,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,2013-04-27,18.0,9,2,1,0,200.0,0,0,28.0,6,7.4,188.0,5.0606060606060606,94.4234889689435,18.0
DW Steyn,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,14.0,13,1,1,1,107.6923076923077,0,0,15.0,0,9.6,197.53846153846155,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",2013-05-11,1.0,3,0,0,0,33.33333333333333,0,0,1.0,0,9.2,184.2051282051282,5.0606060606060606,94.4234889689435,1.0
DW Steyn,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2013-05-17,0.0,1,0,0,1,0.0,0,0,-2.0,0,7.4,148.2051282051282,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,2013-05-22,4.0,2,0,0,0,200.0,0,0,4.0,0,7.4,108.2051282051282,5.0606060606060606,94.4234889689435,5.0
DW Steyn,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,2014-04-22,12.0,16,0,0,1,75.0,0,0,10.0,0,6.2,83.2051282051282,5.0606060606060606,94.4234889689435,12.0
DW Steyn,Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",2014-05-08,9.0,8,1,0,0,112.5,0,0,10.0,0,5.2,84.16666666666667,5.0606060606060606,94.4234889689435,9.0
DW Steyn,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2014-05-18,1.0,2,0,0,1,50.0,0,0,-1.0,0,5.2,87.5,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2015-04-25,0.0,1,0,0,1,0.0,0,0,-2.0,0,5.2,87.5,5.0606060606060606,94.4234889689435,1.5
DW Steyn,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2015-05-04,1.0,1,0,0,0,100.0,0,0,1.0,0,4.6,67.5,5.0606060606060606,94.4234889689435,7.0
DW Steyn,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2015-05-17,19.0,11,3,0,0,172.72727272727272,0,0,28.0,6,6.0,87.04545454545455,5.0606060606060606,94.4234889689435,6.666666666666667
DW Steyn,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,1.0,2,0,0,1,50.0,0,0,-1.0,0,4.4,74.54545454545455,5.0606060606060606,94.4234889689435,1.0
DW Steyn,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,2020-09-24,1.0,2,0,0,0,50.0,0,0,1.0,0,4.4,74.54545454545455,5.0606060606060606,94.4234889689435,1.0
Dhruv Jurel,Punjab Kings,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",2023-04-05,32.0,16,3,2,0,200.0,0,0,45.0,6,32.0,200.0,18.344827586206897,125.74456886278917,15.2
Dhruv Jurel,Rajasthan Royals,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",2023-04-08,8.0,3,0,1,0,266.66666666666663,0,0,10.0,0,20.0,233.33333333333331,18.344827586206897,125.74456886278917,15.2
Dhruv Jurel,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023-04-12,4.0,6,0,0,1,66.66666666666666,0,0,2.0,0,14.666666666666666,177.77777777777774,18.344827586206897,125.74456886278917,29.333333333333332
Dhruv Jurel,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2023-04-16,18.0,10,2,1,1,180.0,0,0,26.0,6,15.5,178.33333333333331,18.344827586206897,125.74456886278917,10.333333333333334
Dhruv Jurel,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2023-04-19,0.0,1,0,0,1,0.0,0,0,-2.0,0,12.4,142.66666666666666,18.344827586206897,125.74456886278917,15.125
Dhruv Jurel,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",2023-04-23,34.0,20,2,2,0,170.0,0,0,46.0,6,12.8,136.66666666666666,18.344827586206897,125.74456886278917,34.0
Dhruv Jurel,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",2023-04-27,34.0,15,3,2,0,226.66666666666663,0,0,47.0,6,18.0,128.66666666666666,18.344827586206897,125.74456886278917,15.125
Dhruv Jurel,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",2023-04-30,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,17.6,128.66666666666666,18.344827586206897,125.74456886278917,2.0
Dhruv Jurel,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2023-05-05,9.0,8,1,0,1,112.5,0,0,8.0,0,15.8,115.16666666666666,18.344827586206897,125.74456886278917,15.125
