batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus
KM Jadhav,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,13.0,20,1,0,0,65.0,0,0,12.0,-2
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,9.0,8,0,1,1,112.5,0,0,9.0,0
Mohammed Siraj,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,0.0,1,0,0,0,0.0,0,0,0.0,0
NA Saini,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
PA Patel,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,29.0,35,2,0,1,82.85714285714286,0,0,29.0,0
RA Jadeja,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,6.0,17,0,0,0,35.294117647058826,0,0,6.0,0
S Dube,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,2.0,5,0,0,1,40.0,0,0,0.0,0
SK Raina,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,19.0,21,3,0,1,90.47619047619048,0,0,20.0,0
SO Hetmyer,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,0.0,2,0,0,1,0.0,0,0,-2.0,0
SR Watson,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,0.0,10,0,0,1,0.0,0,0,-2.0,0
UT Yadav,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,1.0,10,0,0,1,10.0,0,0,-1.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,6.0,12,0,0,1,50.0,0,0,4.0,0
YS Chahal,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,4.0,12,0,0,1,33.33333333333333,0,0,2.0,0
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,25.0,20,3,1,1,125.0,0,0,28.0,0
AD Nath,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,24.0,20,1,1,1,120.0,0,0,25.0,0
AT Rayudu,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,29.0,29,2,1,1,100.0,0,0,31.0,0
DJ Bravo,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,5.0,4,0,0,1,125.0,0,0,3.0,0
F du Plessis,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,5.0,16,0,0,1,31.25,0,0,3.0,0
KM Jadhav,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,9.0,9,2,0,1,100.0,0,0,9.0,0
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,26.0,17,5,0,1,152.94117647058823,0,0,33.0,4
MP Stoinis,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,14.0,13,0,1,1,107.6923076923077,0,0,14.0,0
MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,84.0,48,5,7,2,175.0,1,0,113.0,6
P Negi,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,5.0,6,0,0,1,83.33333333333334,0,0,3.0,0
PA Patel,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,53.0,37,2,4,1,143.24324324324326,1,0,71.0,2
RA Jadeja,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,11.0,13,0,0,0,84.61538461538461,0,0,11.0,0
SK Raina,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,0.0,1,0,0,1,0.0,0,0,-2.0,0
SR Watson,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,5.0,3,1,0,1,166.66666666666669,0,0,4.0,0
UT Yadav,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,1.0,1,0,0,0,100.0,0,0,1.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,9.0,8,2,0,1,112.5,0,0,9.0,0
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,0.0,2,0,0,1,0.0,0,0,-2.0,0
AJ Finch,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,2.0,9,0,0,1,22.22222222222222,0,0,0.0,0
AT Rayudu,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,42.0,42,4,0,1,100.0,0,0,44.0,0
D Padikkal,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,33.0,38,2,1,1,86.8421052631579,0,0,35.0,0
DJ Bravo,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,7.0,5,0,0,1,140.0,0,0,5.0,0
DL Chahar,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,5.0,5,0,0,0,100.0,0,0,5.0,0
F du Plessis,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,8.0,11,0,0,1,72.72727272727273,0,0,6.0,0
MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,10.0,6,0,1,1,166.66666666666669,0,0,14.0,4
N Jagadeesan,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,33.0,30,4,0,1,110.0,0,0,35.0,0
RA Jadeja,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,7.0,6,1,0,1,116.66666666666669,0,0,6.0,0
S Dube,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,22.0,15,2,1,0,146.66666666666666,0,0,28.0,2
SM Curran,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,0.0,1,0,0,1,0.0,0,0,-2.0,0
SN Thakur,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,1.0,1,0,0,0,100.0,0,0,1.0,0
SR Watson,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,14.0,18,3,0,1,77.77777777777779,0,0,15.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,90.0,57,4,4,0,157.89473684210526,1,0,114.0,4
Washington Sundar,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10,10.0,10,0,1,1,100.0,0,0,10.0,0
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,39.0,36,4,0,1,108.33333333333331,0,0,41.0,0
AJ Finch,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,15.0,13,3,0,1,115.38461538461536,0,0,16.0,0
AT Rayudu,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,39.0,27,3,2,1,144.44444444444443,0,0,46.0,2
CH Morris,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,2.0,5,0,0,1,40.0,0,0,0.0,0
D Padikkal,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,22.0,22,2,1,1,100.0,0,0,24.0,0
F du Plessis,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,25.0,13,2,2,1,192.30769230769232,0,0,35.0,6
Gurkeerat Singh,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,2.0,2,0,0,0,100.0,0,0,2.0,0
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,1.0,2,0,0,1,50.0,0,0,-1.0,0
MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,19.0,21,3,0,0,90.47619047619048,0,0,22.0,0
RD Gaikwad,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,65.0,52,4,3,0,125.0,1,0,83.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,50.0,45,1,1,1,111.11111111111111,1,0,59.0,0
Washington Sundar,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25,5.0,2,1,0,0,250.0,0,0,6.0,0
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,12.0,11,0,1,1,109.09090909090908,0,0,12.0,0
AT Rayudu,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,32.0,22,3,1,1,145.45454545454547,0,0,37.0,2
D Padikkal,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,70.0,51,5,3,1,137.2549019607843,1,0,89.0,2
F du Plessis,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,31.0,26,2,2,1,119.23076923076924,0,0,35.0,0
GJ Maxwell,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,11.0,9,0,1,1,122.22222222222224,0,0,11.0,0
HV Patel,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,3.0,5,0,0,1,60.0,0,0,1.0,0
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,23.0,19,0,2,1,121.05263157894736,0,0,25.0,0
MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,11.0,9,2,0,0,122.22222222222224,0,0,13.0,0
PWH de Silva,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,1.0,1,0,0,0,100.0,0,0,1.0,0
RD Gaikwad,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,38.0,26,4,1,1,146.15384615384613,0,0,44.0,2
SK Raina,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,17.0,11,2,1,0,154.54545454545453,0,0,25.0,4
TH David,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,2021-09-24,53.0,42,6,1,1,126.1904761904762,1,0,67.0,0
AT Rayudu,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,10.0,8,0,1,1,125.0,0,0,10.0,0
D Pretorius,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,13.0,8,1,1,1,162.5,0,0,18.0,4
DP Conway,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,56.0,37,6,2,1,151.35135135135135,1,0,76.0,4
F du Plessis,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,38.0,23,4,1,1,165.2173913043478,0,0,46.0,4
GJ Maxwell,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,3.0,3,0,0,0,100.0,0,0,3.0,0
KD Karthik,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,26.0,17,1,2,1,152.94117647058823,0,0,33.0,4
M Theekshana,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,7.0,4,0,1,0,175.0,0,0,9.0,0
MK Lomror,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,42.0,29,3,2,1,144.82758620689654,0,0,49.0,2
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,34.0,27,2,2,1,125.92592592592592,0,0,38.0,0
MS Dhoni,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
PWH de Silva,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,0.0,1,0,0,1,0.0,0,0,-2.0,0
RA Jadeja,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,3.0,5,0,0,1,60.0,0,0,1.0,0
RD Gaikwad,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,28.0,23,3,1,1,121.73913043478262,0,0,31.0,0
RM Patidar,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,21.0,17,1,1,1,123.52941176470588,0,0,22.0,0
RV Uthappa,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0
Shahbaz Ahmed,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,1.0,2,0,0,1,50.0,0,0,-1.0,0
Simarjeet Singh,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,2.0,2,0,0,0,100.0,0,0,2.0,0
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,30.0,35,3,1,2,85.71428571428571,0,0,31.0,0
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,10.0,12,2,0,1,83.33333333333334,0,0,10.0,0
AS Yadav,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,3.0,4,0,0,0,75.0,0,0,3.0,0
B Chipli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,10.0,7,2,0,1,142.85714285714286,0,0,12.0,2
HH Gibbs,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,5.0,7,1,0,1,71.42857142857143,0,0,4.0,0
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,6.0,5,1,0,1,120.0,0,0,5.0,0
MV Boucher,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,16.0,14,2,0,1,114.28571428571428,0,0,16.0,0
Misbah-ul-Haq,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,3.0,5,0,0,1,60.0,0,0,1.0,0
P Kumar,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,8.0,4,2,0,1,200.0,0,0,8.0,0
R Dravid,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,26.0,19,1,2,1,136.8421052631579,0,0,31.0,2
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,57.0,43,5,3,1,132.5581395348837,1,0,76.0,2
SB Bangar,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,17.0,7,0,2,0,242.85714285714283,0,0,27.0,6
SB Styris,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
Shahid Afridi,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,1.0,2,0,0,1,50.0,0,0,-1.0,0
V Kohli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,38.0,31,1,2,1,122.58064516129032,0,0,41.0,0
VVS Laxman,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,52.0,44,7,0,1,118.1818181818182,1,0,65.0,0
W Jaffer,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2008-05-03,44.0,37,6,0,1,118.91891891891892,0,0,48.0,0
A Kumble,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,1.0,1,0,0,0,100.0,0,0,1.0,0
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,71.0,45,6,5,1,157.77777777777777,1,0,97.0,4
DB Ravi Teja,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,8.0,5,1,0,0,160.0,0,0,9.0,0
FH Edwards,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,3.0,2,0,0,0,150.0,0,0,3.0,0
HH Gibbs,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,13.0,7,1,1,1,185.7142857142857,0,0,20.0,6
JD Ryder,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,0.0,1,0,0,1,0.0,0,0,-2.0,0
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,15.0,14,3,0,1,107.14285714285714,0,0,16.0,0
KP Pietersen,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,11.0,17,1,0,1,64.70588235294117,0,0,8.0,-2
KV Sharma,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0
P Kumar,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,14.0,6,0,2,0,233.33333333333331,0,0,24.0,6
R Bishnoi,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,1.0,2,0,0,1,50.0,0,0,-1.0,0
R Dravid,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,48.0,27,5,2,1,177.77777777777777,0,0,61.0,6
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,52.0,31,1,5,1,167.74193548387098,1,0,73.0,4
RV Uthappa,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,12.0,20,1,0,1,60.0,0,0,9.0,-2
SB Styris,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,14.0,8,0,1,1,175.0,0,0,20.0,6
V Kohli,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,50.0,35,7,0,1,142.85714285714286,1,0,65.0,2
VVS Laxman,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,5.0,10,0,0,1,50.0,0,0,3.0,0
Y Venugopal Rao,Royal Challengers Bangalore,Deccan Chargers,Newlands,2009-04-22,9.0,13,0,0,0,69.23076923076923,0,0,9.0,0
A Symonds,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,18.0,17,1,1,1,105.88235294117648,0,0,19.0,0
AA Bilakhia,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,16.0,8,2,0,0,200.0,0,0,24.0,6
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,15.0,19,2,0,1,78.94736842105263,0,0,15.0,0
HH Gibbs,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,60.0,46,3,4,1,130.43478260869566,1,0,79.0,2
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,5.0,7,0,0,1,71.42857142857143,0,0,3.0,0
LRPL Taylor,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,1.0,4,0,0,1,25.0,0,0,-1.0,0
MK Pandey,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,114.0,74,10,4,0,154.05405405405406,0,1,152.0,4
R Dravid,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,6.0,9,0,0,1,66.66666666666666,0,0,4.0,0
RE van der Merwe,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,23.0,18,3,1,1,127.77777777777776,0,0,26.0,0
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,12.0,12,1,0,1,100.0,0,0,11.0,0
RJ Harris,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,4.0,3,0,0,0,133.33333333333331,0,0,4.0,0
TL Suman,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,12.0,12,1,0,1,100.0,0,0,11.0,0
V Kohli,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,19.0,9,0,2,0,211.11111111111111,0,0,29.0,6
Y Venugopal Rao,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,8.0,9,0,0,1,88.88888888888889,0,0,6.0,0
A Kumble,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,1.0,1,0,0,0,100.0,0,0,1.0,0
A Symonds,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,33.0,21,4,1,1,157.14285714285714,0,0,41.0,4
AA Bilakhia,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,6.0,8,0,0,1,75.0,0,0,4.0,0
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,0.0,3,0,0,1,0.0,0,0,-2.0,0
HH Gibbs,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,53.0,51,3,2,0,103.921568627451,1,0,68.0,0
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,15.0,17,3,0,1,88.23529411764706,0,0,16.0,0
LRPL Taylor,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,27.0,20,3,1,1,135.0,0,0,32.0,2
MK Pandey,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,4.0,9,0,0,1,44.44444444444444,0,0,2.0,0
MV Boucher,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,5.0,6,1,0,1,83.33333333333334,0,0,4.0,0
P Kumar,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
R Dravid,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,9.0,13,0,0,1,69.23076923076923,0,0,7.0,0
R Vinay Kumar,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,8.0,8,1,0,1,100.0,0,0,7.0,0
RE van der Merwe,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,32.0,21,1,3,1,152.38095238095238,0,0,41.0,4
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,24.0,24,1,1,1,100.0,0,0,25.0,0
RJ Harris,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,9.0,5,0,0,0,180.0,0,0,9.0,0
RV Uthappa,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,17.0,15,0,1,0,113.33333333333331,0,0,19.0,0
TL Suman,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,10.0,12,1,0,1,83.33333333333334,0,0,9.0,0
V Kohli,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,7.0,8,1,0,1,87.5,0,0,6.0,0
Y Venugopal Rao,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,2009-05-24,0.0,2,0,0,1,0.0,0,0,-2.0,0
A Symonds,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,53.0,25,5,3,0,212.0,1,0,78.0,6
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,32.0,21,3,2,1,152.38095238095238,0,0,41.0,4
CL White,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,13.0,3,0,2,0,433.3333333333333,0,0,23.0,6
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,68.0,49,9,1,1,138.77551020408163,1,0,87.0,2
LRPL Taylor,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,1.0,2,0,0,1,50.0,0,0,-1.0,0
MD Mishra,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,9.0,11,2,0,1,81.81818181818183,0,0,9.0,0
MK Pandey,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,1.0,8,0,0,1,12.5,0,0,-1.0,0
R Dravid,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,26.0,26,2,1,1,100.0,0,0,28.0,0
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,6.0,5,1,0,1,120.0,0,0,5.0,0
RV Uthappa,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,2.0,5,0,0,1,40.0,0,0,0.0,0
TL Suman,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,78.0,59,6,3,0,132.20338983050848,1,0,100.0,2
V Kohli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2010-04-08,58.0,37,4,4,1,156.75675675675674,1,0,80.0,4
A Symonds,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,2.0,8,0,0,1,25.0,0,0,0.0,0
AC Gilchrist,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,4.0,4,1,0,1,100.0,0,0,3.0,0
Anirudh Singh,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,40.0,42,4,1,1,95.23809523809524,0,0,44.0,0
DR Smith,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,5.0,10,1,0,1,50.0,0,0,4.0,0
JH Kallis,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,19.0,33,3,0,1,57.57575757575758,0,0,16.0,-4
KP Pietersen,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,29.0,21,1,2,0,138.0952380952381,0,0,36.0,2
MD Mishra,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,0.0,1,0,0,1,0.0,0,0,-2.0,0
PP Ojha,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,0.0,2,0,0,1,0.0,0,0,-2.0,0
R Dravid,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,35.0,30,5,0,0,116.66666666666669,0,0,40.0,0
R Sharma,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,0.0,6,0,0,1,0.0,0,0,-2.0,0
RG Sharma,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,0.0,4,0,0,1,0.0,0,0,-2.0,0
